
time,temperature_2m_max (°C),temperature_2m_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),windspeed_10m_max (km/h)
2018-11-07,28.2,23.2,21.85,4.10,17.8
2018-11-08,27.6,23.3,21.56,2.70,18.4
2018-11-09,28.1,23.9,21.77,1.80,18.5
2018-11-10,28.0,24.4,22.64,1.60,19.1
2018-11-11,27.9,24.4,19.69,1.00,17.9
2018-11-12,28.2,24.4,21.41,0.00,18.3
2018-11-13,28.4,24.4,21.77,0.00,20.0
2018-11-14,28.1,24.5,20.80,0.80,18.2
2018-11-15,28.6,24.3,21.81,0.50,17.2
2018-11-16,27.7,23.6,19.71,1.60,17.3
2018-11-17,28.0,23.6,21.63,3.10,20.4
2018-11-18,27.8,24.4,21.88,0.30,21.9
2018-11-19,28.1,24.5,20.55,1.50,19.9
2018-11-20,27.7,24.2,20.58,1.60,18.7
2018-11-21,27.8,23.6,20.07,2.60,21.1
2018-11-22,27.8,24.0,21.56,1.50,21.8
2018-11-23,28.0,24.5,20.02,0.00,18.2
2018-11-24,27.8,24.2,17.77,1.00,18.5
2018-11-25,28.3,24.7,19.19,2.00,20.3
2018-11-26,27.8,23.7,18.26,2.60,19.0
2018-11-27,25.3,23.5,11.33,7.50,18.4
2018-11-28,27.3,24.2,18.24,2.40,18.7
2018-11-29,28.3,24.1,22.34,1.70,18.1
2018-11-30,28.1,23.9,21.01,1.60,16.3
2018-12-01,28.2,24.5,20.57,1.50,15.9
2018-12-02,28.9,24.8,22.15,1.80,16.9
2018-12-03,28.5,24.7,21.12,1.50,15.9
2018-12-04,29.4,24.8,22.58,0.30,14.8
2018-12-05,29.2,24.8,22.63,0.40,15.1
2018-12-06,28.8,24.6,20.98,2.20,16.8
2018-12-07,28.8,24.6,23.17,0.50,14.3
2018-12-08,30.0,23.8,21.32,0.00,16.3
2018-12-09,29.1,24.7,18.31,1.40,17.4
2018-12-10,28.3,24.1,17.88,4.10,21.4
2018-12-11,28.9,24.9,23.31,1.40,22.8
2018-12-12,27.4,23.7,19.91,1.10,22.5
2018-12-13,27.3,23.8,18.89,2.10,19.1
2018-12-14,28.2,24.2,23.27,0.20,21.8
2018-12-15,28.8,23.7,24.78,0.00,20.3
2018-12-16,28.8,23.7,22.41,0.90,19.6
2018-12-17,27.0,23.9,15.82,5.20,16.9
2018-12-18,27.6,23.6,20.88,2.60,22.1
2018-12-19,27.8,23.9,22.99,0.00,18.1
2018-12-20,27.8,23.8,18.21,0.00,15.5
2018-12-21,28.2,24.2,18.15,0.10,17.1
2018-12-22,28.3,24.3,20.47,1.20,19.1
2018-12-23,27.9,24.8,18.03,2.80,17.6
2018-12-24,29.0,24.8,21.96,0.10,14.3
2018-12-25,28.8,23.6,22.69,0.90,17.7
2018-12-26,28.7,24.0,21.77,0.00,14.9
2018-12-27,29.4,24.2,22.72,0.00,15.2
2018-12-28,29.1,24.4,22.78,0.50,17.4
2018-12-29,29.4,24.7,24.60,0.00,17.1
2018-12-30,30.2,24.1,26.31,0.00,15.9
2018-12-31,29.5,24.6,23.26,0.90,16.4
2019-01-01,29.0,25.1,22.49,1.50,18.1
2019-01-02,28.8,25.1,22.99,1.70,19.7
2019-01-03,28.5,25.1,19.67,0.50,18.6
